Model;Region;Scenario;Variable;Unit;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
AIM/CGE;World;1.5C;Electricity - Non-bio Renewables;Billion US$2015/yr;125,6180952;147,6081867;538,6757853;831,7588125;1125,593935;949,0832879;1107,508646;1448,815124;1228,613164;1032,994253;938,4191657;975,6073923;1074,817013;1328,190082;1153,950613;1080,652246;1123,074269;1661,68103
AIM/CGE;World;1.5C;Hydrogen - Non-fossil;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;World;1.5C;Extraction and Conversion - Bioenergy;Billion US$2015/yr;15,62019;18,9524972;36,0530725;48,3119324;174,7388371;191,4528752;145,6240856;148,1227725;159,6083406;163,1259813;174,4976318;156,7934454;150,2809023;134,3770053;152,8048076;163,5170839;162,2422503;625,6137192
AIM/CGE;World;1.5C;Extraction and Conversion - Nuclear;Billion US$2015/yr;75,82021575;88,43399775;124,0074095;135,4887058;115,4970983;92,22349651;101,8610978;133,9362995;147,670912;140,7407205;147,2544448;155,3078585;179,2261385;214,4519241;228,7594553;234,2851403;235,4759155;293,2900636
AIM/CGE;World;1.5C;Electricity - T&D and Storage;Billion US$2015/yr;309,3682438;329,601227;782,5610838;1132,264637;1660,175644;1583,250067;2043,049545;2232,88366;2021,220737;1778,56277;1694,37799;1727,8952;1834,38522;2147,497092;1985,351476;1921,382396;1970,382725;2907,59456
AIM/CGE;World;1.5C;CCS;Billion US$2015/yr;0;0;0;29,6747739;112,4594982;244,8300102;440,5059891;187,4041263;276,3468143;288,5873039;338,4832127;321,2173047;286,7465781;215,7729784;280,8484074;310,415677;299,5050232;94,5992186
AIM/CGE;World;1.5C;Energy Efficiency;Billion US$2015/yr;221;239,6499112;298,7933113;393,966678;518,02773;641,2738361;766,0371079;885,9033009;982,4503819;1053,992998;1108,852628;1154,450701;1194,084325;1235,067313;1273,813517;1306,527877;1334,51373;1375,219596
AIM/CGE;World;1.5C;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0;0;0;8,7336102;7,5683462;18,4036709;86,2022523;0,979387;5,1965122;10,5718359;22,2003445;23,4101755;16,9410037;4,35887;13,2705308;19,8648163;17,3902608;0
AIM/CGE;World;1.5C;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;83,89088268;78,6621681;4,6079017;3,8904817;2,6491277;8,4443595;57,9842758;0,9009056;4,4413733;8,6037137;18,6128097;19,3310993;14,317964;4,0157041;11,6041598;16,8858928;14,9574461;0
AIM/CGE;World;1.5C;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0;0;0;9,3113507;36,8600613;67,3076922;162,6931379;31,278425;82,4840601;81,5188041;97,1351896;99,8167099;88,7397451;65,7896967;87,9688447;93,915713;90,5825362;22,1420813
AIM/CGE;World;1.5C;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;100,0600892;93,195032;124,0412658;65,787414;42,3507157;68,7467715;157,9034898;25,6067851;82,0729567;80,1438578;95,4322954;100,0220442;89,2365041;67,0947489;90,5173162;95,9282935;92,6218569;25,4630837
AIM/CGE;World;1.5C;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0;0;0;2,9466396;10,9651125;19,2313127;39,9235534;6,2249229;17,1684041;18,8970602;24,69664;25,4848237;22,0442513;14,0177346;20,996492;24,0556361;22,7994989;2,6442362
AIM/CGE;World;1.5C;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0;0;0;0;22,4069832;72,7506273;60,1787114;120,2023079;135,7803223;136,9541736;146,6332564;126,9914925;119,1967242;103,0531437;120,6684135;130,3422787;128,4045925;58,5760386
AIM/CGE;World;1.5C;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;9,365564825;9,5323378;16,1451023;28,7262577;131,2078568;155,2580579;113,1771356;125,4679533;140,7194329;142,4993954;152,2829389;134,5005972;127,8389177;113,403449;130,6470735;140,470836;139,4245985;608,7807633
AIM/CGE;World;1.5C;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;70,11375553;81,5614145;115,5476652;125,4471916;104,7442983;81,092374;89,9868602;121,2216965;133,8664414;126,163742;131,7603789;138,9484925;161,7252731;195,1337833;207,4473193;211,2039913;211,0564854;266,515008
AIM/CGE;World;1.5C;Energy Supply|Electricity|Hydro;Billion US$2015/yr;95,58553523;103,5146839;124,3620395;143,1561608;95,2528317;60,6322078;63,0794796;94,4591043;103,3054364;96,0211233;97,69956;109,4966623;119,9121876;105,9886959;102,8161777;102,276917;103,5071836;106,2297925
AIM/CGE;World;1.5C;Energy Supply|Electricity|Solar;Billion US$2015/yr;13,34254455;20,412773;199,534068;320,7901137;521,5361867;446,1719766;530,8771038;710,4630913;601,3564446;511,7739484;443,2643603;466,671927;518,797925;675,6057188;592,8851275;554,8288227;579,4512206;886,414803
AIM/CGE;World;1.5C;Energy Supply|Electricity|Wind;Billion US$2015/yr;14,67564135;21,2872645;211,8846707;364,6736081;505,0415052;438,8516838;509,8839815;639,517971;519,4302329;420,6915009;392,7644056;394,4817569;430,8079925;540,7760867;452,4249441;417,5671368;433,786916;661,8528861
AIM/CGE;World;1.5C;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;1,832817875;2,0421469;2,5278185;2,7529362;3,357743;3,0010983;3,2200201;3,9039605;4,0260306;3,9874421;4,1440788;4,3830014;4,6963835;5,1869466;5,1604238;5,2826026;5,5977239;6,4162349
AIM/CGE;World;1.5C;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;World;1.5C;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;309,3682438;329,601227;782,5610838;1090,443616;1549,811338;1462,568283;1870,961575;1984,33024;1848,890474;1622,119774;1570,123889;1594,905533;1682,392945;1934,097252;1815,656536;1764,490577;1802,262414;2617,41241
AIM/CGE;World;1.5C;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;0;0;0;41,8210206;110,3643057;120,6817836;172,0879702;248,55342;172,3302625;156,4429966;124,2541004;132,9896672;151,9922751;213,39984;169,6949397;156,8918189;168,1203115;290,1821503
AIM/CGE;CHN;CPol;Total energy investment;Billion US$2015/yr;217,7488183;250,5037154;253,3450247;251,8401819;276,2380056;253,1379512;246,9420512;227,3730076;257,7158517;229,3680874;259,4515733;238,199745;273,1667958;256,0508938;238,7598761;222,4221574;258,3895743;279,6082491
AIM/CGE;CHN;CPol;Total energy investment (supply side);Billion US$2015/yr;217,7488183;250,5037154;253,3450247;251,8401819;276,2380056;253,1379512;246,9420512;227,3730076;257,7158517;229,3680874;259,4515733;238,199745;273,1667958;256,0508938;238,7598761;222,4221574;258,3895743;279,6082491
AIM/CGE;CHN;CPol;Low carbon investment;Billion US$2015/yr;57,63123774;69,65674112;104,7789307;122,3416535;141,8516492;142,7915247;144,2842974;143,8130811;167,8810565;145,7833934;161,8907252;146,358698;181,9738576;173,9316698;163,1173345;151,8530217;184,375052;204,6908461
AIM/CGE;CHN;CPol;Low carbon investment (supply side);Billion US$2015/yr;57,63123774;69,65674112;104,7789307;122,3416535;141,8516492;142,7915247;144,2842974;143,8130811;167,8810565;145,7833934;161,8907252;146,358698;181,9738576;173,9316698;163,1173345;151,8530217;184,375052;204,6908461
AIM/CGE;CHN;CPol;Total_inv/GDP;--;3.23%;2.56%;1.95%;1.57%;1.49%;1.22%;1.09%;0.94%;1.02%;0.87%;0.96%;0.87%;0.98%;0.91%;0.85%;0.79%;0.91%;0.99%
AIM/CGE;CHN;CPol;LC_inv/GDP;--;0.86%;0.71%;0.80%;0.76%;0.77%;0.69%;0.64%;0.59%;0.66%;0.56%;0.60%;0.53%;0.65%;0.62%;0.58%;0.54%;0.65%;0.73%
AIM/CGE;CHN;CPol;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;83,69147253;84,1710841;80,0837467;71,2139354;76,5002338;61,2596242;58,3690738;43,2790137;44,028935;45,0527803;48,8434754;47,9163731;51,1245449;47,138842;43,3938009;39,048301;32,9876238;37,7393356
AIM/CGE;CHN;CPol;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;32,36012588;43,2986884;11,1016397;11,7413392;12,5886557;9,7212584;8,6128445;7,7083518;8,9765547;8,3745741;13,1400908;12,0041758;3,2002367;3,6424283;5,0159615;6,9250596;10,9887004;5,6257685
AIM/CGE;CHN;CPol;Hydrogen - Fossil;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;CPol;Electricity - Non-bio Renewables;Billion US$2015/yr;34,4160505;39,4487518;62,670985;71,2403495;75,7907489;73,4470682;71,8538523;69,6993096;82,4053613;68,7569893;77,603104;69,8417066;89,2506351;83,4669255;76,8809012;70,5997804;85,109926;95,5706705
AIM/CGE;CHN;CPol;Hydrogen - Non-fossil;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;CPol;Extraction and Conversion - Bioenergy;Billion US$2015/yr;0,24789035;0,3245782;0,5218687;0,7441602;1,1801559;1,8874668;2,3971611;2,6767375;0,8577517;1,6526748;1,8929018;1,8490957;1,881597;1,7434393;1,6114775;1,4882117;1,7021333;1,8539872
AIM/CGE;CHN;CPol;Extraction and Conversion - Nuclear;Billion US$2015/yr;7,1826786;8,8232877;12,2560337;4,8693252;4,7552989;3,6259059;3,0478393;2,5917341;3,9536364;3,6829734;5,4459787;4,9516111;6,4022126;6,0131753;5,5671792;5,1281399;6,1951391;6,9806053
AIM/CGE;CHN;CPol;Electricity - T&D and Storage;Billion US$2015/yr;59,85060045;74,4373252;86,7107509;92,0310724;105,4229124;103,1966277;102,6612802;101,4178609;117,4936126;101,8480955;112,5260226;101,6367827;121,3075695;114,0460834;106,2905558;99,2326648;121,4060517;131,837882
AIM/CGE;CHN;CPol;CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;CPol;Energy Efficiency;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;29,52925178;39,6523469;10,0581197;10,7629305;11,708077;8,9466622;7,8493357;6,9878882;8,2356555;7,6793289;12,1175499;10,8474991;1,8865972;2,3400936;3,7323232;5,6617482;9,7401722;4,2690838
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;1,5445183;2,2684603;0,7266595;0,6213292;0,4542573;0,352188;0,3593622;0,3353395;0,2732718;0,2264221;0,4643664;0,551109;0,6792663;0,6648092;0,6406778;0,6096983;0,7300292;0,8329681
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;0,144543825;0,1098957;0,1338097;0,1715286;0,272837;0,5785014;0,6216553;0,6555697;0,8062279;0,81525;1,0701515;1,1229797;1,0639556;1,0001487;0,9411246;0,8803613;1,0146058;1,143524
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;7,1826786;8,8232877;12,2560337;4,8693252;4,7552989;3,6259059;3,0478393;2,5917341;3,9536364;3,6829734;5,4459787;4,9516111;6,4022126;6,0131753;5,5671792;5,1281399;6,1951391;6,9806053
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Hydro;Billion US$2015/yr;21,1309539;23,737906;9,6125584;10,9346765;12,4258231;10,3332394;9,2418914;8,3377248;9,2618922;8,5640382;12,9063858;11,7350346;14,801679;13,9035996;12,9191037;11,9750442;14,5482993;16,1617334
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Solar;Billion US$2015/yr;5,8031669;6,3356882;30,5856799;35,9861133;35,5126161;36,7559267;37,5510672;37,9012986;40,6861926;40,3323741;37,2396417;33,8159178;42,7939943;40,1133436;37,1855091;34,4108329;41,801672;46,465989
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Wind;Billion US$2015/yr;7,4819297;9,3751576;22,4727467;24,3195597;27,8523097;26,3579021;25,0608937;23,4602862;32,4572765;19,860577;27,4570765;24,2907542;31,6549618;29,4499823;26,7762884;24,2139033;28,7599547;32,9429481
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;59,85060045;74,4373252;86,7107509;92,0310724;97,2409547;92,8521922;90,3700277;87,3251233;104,0690539;87,3824082;100,5928279;90,7836312;105,9546728;99,6113756;93,0838319;87,3389282;107,3449458;115,1636281
AIM/CGE;CHN;CPol;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;0;0;0;0;8,1819577;10,3444355;12,2912525;14,0927376;13,4245587;14,4656873;11,9331947;10,8531515;15,3528967;14,4347078;13,2067239;11,8937366;14,0611059;16,6742539
AIM/CGE;CHN;NDC;Total energy investment;Billion US$2015/yr;217,7488183;284,016517;291,3473266;308,6434603;270,3202415;287,3289856;267,9317126;224,4562747;225,6476117;199,6056098;212,1218306;238,6464792;235,7854473;223,0119473;206,0507018;184,7580081;223,6453596;240,4582661
AIM/CGE;CHN;NDC;Total energy investment (supply side);Billion US$2015/yr;217,7488183;288,0241292;296,9526385;314,4540994;275,4223208;291,432309;270,9871434;226,5624317;227,1434332;200,8829263;213,5219101;240,1531927;237,3119921;224,6993137;208,0577785;187,1745519;226,6395;244,1120467
AIM/CGE;CHN;NDC;Low carbon investment;Billion US$2015/yr;57,63123774;66,04270982;108,2035996;130,7898256;103,6463699;139,6177249;146,5690967;135,0991049;143,0731772;121,6797812;124,1094312;154,2005452;154,6305139;146,81698;134,3228092;117,2199697;147,2016677;153,0160075
AIM/CGE;CHN;NDC;Low carbon investment (supply side);Billion US$2015/yr;57,63123774;70,05032206;113,8089115;136,6004647;108,7484492;143,7210484;149,6245275;137,2052619;144,5689987;122,9570977;125,5095108;155,7072586;156,1570587;148,5043464;136,3298858;119,6365134;150,1958081;156,6697881
AIM/CGE;CHN;NDC;Total_inv/GDP;--;3.23%;2.90%;2.24%;1.93%;1.46%;1.39%;1.18%;0.93%;0.89%;0.76%;0.79%;0.87%;0.85%;0.79%;0.73%;0.65%;0.79%;0.85%
AIM/CGE;CHN;NDC;LC_inv/GDP;--;0.86%;0.67%;0.83%;0.82%;0.56%;0.67%;0.65%;0.56%;0.56%;0.46%;0.46%;0.56%;0.55%;0.52%;0.48%;0.41%;0.52%;0.54%
AIM/CGE;CHN;NDC;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;83,69147253;110,6092068;112,2302499;111,9226289;113,717592;97,272369;73,9008907;50,5436521;42,9874803;43,8840379;47,3173274;50,6886579;47,104058;41,2066482;34,9674856;28,8952862;24,2181426;34,5851877
AIM/CGE;CHN;NDC;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;32,36012588;49,4229551;16,0704254;14,3863363;15,7856314;9,840611;9,4060284;7,2113754;7,8342264;8,1586959;12,4024526;3,830588;6,1652466;8,954706;11,9672178;14,8416806;19,6895919;17,8990855
AIM/CGE;CHN;NDC;Hydrogen - Fossil;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;NDC;Electricity - Non-bio Renewables;Billion US$2015/yr;34,4160505;39,4487518;70,5422781;81,8329471;57,6702415;75,2914898;75,7335727;67,3486721;70,8370725;58,4009229;60,8734131;76,7719838;75,487802;70,5965194;64,0516924;55,7613608;70,805006;75,034523
AIM/CGE;CHN;NDC;Hydrogen - Non-fossil;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;NDC;Extraction and Conversion - Bioenergy;Billion US$2015/yr;0,24789035;0,3479487;0,5586093;0,9165584;1,3662503;2,0974752;2,5679288;2,6389099;2,4320538;1,5918028;1,6064773;1,8856189;1,5791936;1,4752764;1,341358;1,1878736;1,4562539;1,4953859
AIM/CGE;CHN;NDC;Extraction and Conversion - Nuclear;Billion US$2015/yr;7,1826786;8,8232877;4,8438894;2,3277018;3,3253504;2,3342238;2,1503034;1,5088647;2,1038885;2,0082325;2,8216346;3,6002527;3,5582945;3,3879616;3,1084939;2,7253264;3,4856829;3,7234098
AIM/CGE;CHN;NDC;Electricity - T&D and Storage;Billion US$2015/yr;59,85060045;79,3719791;92,7071864;103,0679269;83,5572552;104,5961402;107,2284194;97,3109575;100,9487117;86,8392343;88,5006051;103,3760914;103,4173974;99,0782021;92,6215308;83,7630243;106,9848227;111,3744548
AIM/CGE;CHN;NDC;CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;NDC;Energy Efficiency;Billion US$2015/yr;0;-4,007612243;-5,605311921;-5,81063914;-5,102079322;-4,103323436;-3,055430842;-2,106156986;-1,495821468;-1,27731647;-1,400079534;-1,506713474;-1,526544802;-1,687366415;-2,007076691;-2,416543765;-2,994140385;-3,653780589
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;29,52925178;46,1078225;14,9966868;13,4562991;14,5482993;8,8641589;8,5230583;6,35895;6,835056;7,2207236;11,111314;2,4236839;4,7993224;7,635088;10,6977105;13,5393459;18,3918226;16,5871852
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;1,5445183;1,8574656;0,6853535;0,6312209;0,7856836;0,5232818;0,4803453;0,4001247;0,4214299;0,3866459;0,5868713;0,6595916;0,636982;0,6007849;0,5502394;0,5632834;0,681549;0,7039412
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;0,144543825;0,1132654;0,1381577;0,1859857;0,294577;0,6090461;0,6503521;0,6558958;0,7211158;0,7689438;0,8985142;1,100044;0,8425337;0,8056844;0,7466603;0,6682876;0,8091628;0,852208
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;7,1826786;8,8232877;4,8438894;2,3277018;3,3253504;2,3342238;2,1503034;1,5088647;2,1038885;2,0082325;2,8216346;3,6002527;3,5582945;3,3879616;3,1084939;2,7253264;3,4856829;3,7234098
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Hydro;Billion US$2015/yr;21,1309539;23,737906;14,1333914;14,5848225;13,2412905;10,7892359;10,1602977;7,9543399;7,6157394;7,2964875;10,4924849;13,0232383;12,8917113;12,371147;11,4774156;10,2066039;13,0673705;13,8550107
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Solar;Billion US$2015/yr;5,8031669;6,3356882;32,2159625;41,0087055;13,537498;37,2399678;38,9190567;36,5723324;35,3600013;34,8194362;28,745715;35,7368642;35,2302135;33,7627635;31,2975562;27,786981;35,5641399;37,7150955
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Wind;Billion US$2015/yr;7,4819297;9,3751576;24,1929242;26,2394191;30,891453;27,2622861;26,6542183;22,8219998;27,8613318;16,2849992;21,6352132;28,0118813;27,3658772;24,4626089;21,2767206;17,7677759;22,1734956;23,4644168
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;59,85060045;79,3719791;92,7071864;103,0679269;76,6833933;94,1251779;94,5962837;83,6518242;89,0173649;74,4549346;79,5726393;90,7833051;91,0154883;87,5885034;82,4969954;75,3598621;96,281025;99,6048536
AIM/CGE;CHN;NDC;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;0;0;0;0;6,8738619;10,4709623;12,6321357;13,6591333;11,9313468;12,3842997;8,9279658;12,5927863;12,4019091;11,4896987;10,1245354;8,4031622;10,7037977;11,7696012
AIM/CGE;CHN;2C;Total energy investment;Billion US$2015/yr;217,7488183;251,3645837;571,1065236;739,8316944;848,5535152;473,4647405;381,8301904;495,5595399;548,665619;529,2548758;540,1753335;474,3982381;479,3796206;450,6013751;457,2518531;456,1110744;450,0761679;486,2651857
AIM/CGE;CHN;2C;Total energy investment (supply side);Billion US$2015/yr;217,7488183;251,3724458;558,5003826;701,5850188;780,4114326;387,4626718;290,9197885;401,7143288;450,9667336;428,233433;436,2085346;368,7754026;373,2611255;344,9710809;352,5986686;352,3473542;347,3007393;384,2752617
AIM/CGE;CHN;2C;Low carbon investment;Billion US$2015/yr;57,63123774;69,73254585;434,1411222;698,2280905;831,4920712;452,8664732;360,3735063;474,7638773;522,2824769;496,9124594;505,2221068;444,1930542;449,3575528;420,7785435;429,1048705;428,6114956;422,8228226;457,5100774
AIM/CGE;CHN;2C;Low carbon investment (supply side);Billion US$2015/yr;57,63123774;69,74040797;421,5349813;659,9814149;763,3499886;366,8644045;269,4631044;380,9186662;424,5835915;395,8910166;401,255308;338,5702188;343,2390577;315,1482493;324,4516859;324,8477754;320,0473941;355,5201534
AIM/CGE;CHN;2C;Total_inv/GDP;--;3.23%;2.57%;4.46%;4.80%;4.81%;2.40%;1.76%;2.13%;2.26%;2.10%;2.09%;1.80%;1.79%;1.66%;1.67%;1.67%;1.64%;1.78%
AIM/CGE;CHN;2C;LC_inv/GDP;--;0.86%;0.71%;3.39%;4.53%;4.72%;2.30%;1.66%;2.04%;2.15%;1.98%;1.96%;1.68%;1.68%;1.55%;1.57%;1.57%;1.54%;1.67%
AIM/CGE;CHN;2C;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;83,69147253;84,5351204;40,7265203;0,7863358;0;5,2226002;7,5148658;5,1304226;4,4375688;8,9184002;8,1054329;10,4533529;10,1866031;10,7322771;9,1756931;8,3717479;8,1273903;4,9770469
AIM/CGE;CHN;2C;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;32,36012588;43,581091;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0723942;0,1281573;0,1320705
AIM/CGE;CHN;2C;Hydrogen - Fossil;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIM/CGE;CHN;2C;Electricity - Non-bio Renewables;Billion US$2015/yr;34,4160505;39,4487518;233,5055355;293,3582556;316,6171207;145,2118952;104,7946264;151,0525636;175,720072;158,9499447;168,4995658;142,4128702;146,210196;133,2645695;136,6623141;136,6472048;134,5394031;149,258144
